Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  12/1967;0.2;0.1;5.6;8.9;10.2;0.5;0;0;0;32;2.7;1.8;0;0;0.1;0;0;1.1;4.5;0.7;10.1;3.5;0.6;0.1;0;0;0;0;4.8;29.5;0.9;32;117.9
  01/1968;5.9;0.5;0.7;7;0;0;0;0;0;0.3;16.5;6.5;11.5;9.5;1;3.7;1.2;23;11.5;0.8;77.1;6.8;9.7;2.3;37.5;0;0;0;0;0.1;0.1;77.1;233.2
  02/1968;31.4;1.2;0;0;0;0;0;0;0;0;0;0;0;0.6;9.1;41.1;0.1;0;0;0;0;3.2;18.8;28.3;13.9;0.5;0;0.1;0;---;---;41.1;148.3
  03/1968;0;0;0;0;1;4;0.1;47.4;1.5;0;1;22.1;1.2;1.4;0;2.3;25.3;1.6;0.3;0;0;2.7;0.6;0.5;0;22.6;0;100;9.9;0;0;100;245.5
  04/1968;4.1;2.4;0;0.1;0;7.9;0.1;0.1;0;0;0.1;0;0;0;0;0.1;0.1;0;0.1;20.1;5.2;0.2;0;0.1;1.5;0;0;0;0;2.3;---;20.1;44.5
  05/1968;0;0.3;0.1;0;0.2;0.1;0.1;0;0;0.9;5.6;0;0;0;0.2;60.5;0.7;0.1;0.1;0.1;0.2;0;1.3;0;0;0.1;0.1;0.1;0;1;0.1;60.5;71.9
  06/1968;0;0.1;0.2;0.2;0.1;0.1;0.1;0;0.4;0.4;0;0.1;0.1;0.1;0.1;0;0;0;0;11.8;27.4;0.2;0;0;0;0.8;0;0;0.1;0.2;---;27.4;42.5
  07/1968;0.2;0;0;0;0;0.4;0;0.2;0;5;0.6;0;0.1;0.2;0;0.2;0;0;0.1;0.3;2.1;2;0;0.1;0;0.1;7.1;0.4;0;0.2;0;7.1;19.3
  08/1968;0.2;0;0.1;0;11.9;1.8;0.1;19.1;11.7;0;0.2;0.3;0.2;0.2;0.2;0.2;0;0.1;0.3;0.2;0.3;0;4.6;0;0;0;0.1;0;0.2;0;10;19.1;62
  09/1968;2.5;0.1;0.2;6.4;1.5;0;0;0.3;0;0;0;0;0.4;1.5;0;0;0;0;0;0;2;10.1;0;0;0;0;0;0;0.1;0.3;---;10.1;25.4
  10/1968;0;0;0;0;0.1;0;0;0;3;0.2;6.2;3.8;0;0;0;0;47;3.3;36.6;0;0;1.3;0;10.7;17.4;0;0;14.8;8.1;2.1;0.3;47;154.9
  11/1968;0;1.9;0;2.4;0;0;0;0;0;0;1.3;7.4;0;0;0.1;0;0;0.8;0;0;0;0;0.1;0;0;0;0;28.4;13.9;9.1;---;28.4;65.4
  12/1968;32.6;22.5;1.2;0.5;0;48;0;0;0;0.2;0;0.1;0;0;0;0;27.1;0.1;0;0;40.7;0;0;0;0;12.3;0.3;2.6;38.3;14.8;1.8;48;243.1
  01/1969;0;0;0.7;0;0;0;16.1;2.3;0;0.2;0.1;5.8;0.1;0.1;1.4;12.3;1.2;0;0.1;0.1;0;0;0.7;6.5;0.4;31.8;3.8;0.9;5.3;8.3;9.7;31.8;107.9
  02/1969;1.8;0;6.9;12.6;0.2;0.2;0.1;0;0;0;0;0;1.1;0;34.3;3;0.5;21.1;3.1;4.3;7;0.6;1.5;8;7;0;30.1;5.3;---;---;---;34.3;148.7
  03/1969;0;31.1;11.7;0;18.2;2.3;0;0.2;0;0.1;2.5;0.9;1.3;0.5;0.2;0;0.1;0.2;0.2;0.1;0;16.1;0.7;0;0.1;0;1;1.5;2.9;2.5;0.2;31.1;94.6
  04/1969;0.1;8;1.3;2.5;19.8;12.4;0.2;0.1;4.5;0;0;0;0;0;0.1;0.1;0.3;0.2;0.2;0.1;0.1;0;2.6;6.6;1.7;1.3;0.2;0.2;15;0;---;19.8;77.6
  05/1969;0.1;0.1;0;0.3;0;0.2;0.2;0;0.1;0.3;0.2;0;0.2;0.6;0.1;0.2;0.2;0.3;0.3;0;0;0;0;5.3;1;0;0.1;0;0;31.3;1.8;31.3;42.9
  06/1969;0.1;57;0;0.2;0;0.2;0.1;0.1;0;0.1;0.1;0.1;0.1;0;0;0.8;0;0;0.2;0;2.9;0;0.1;0;0;0;0;0.1;0.1;0;---;57;62.3
  07/1969;0.7;0;0.3;0;0;0;0;0;0.1;0;0;0;3.8;0.1;0.1;0.2;0.1;0;0.2;0;0;0;0.4;0.2;0.2;0.1;0;0.2;0;0;0;3.8;6.7
  08/1969;0;0.4;12.1;0.1;0.2;0;15.4;0.1;0;0;0;0;0;0;0;4.6;0;0.2;0;0.2;0.4;0;0.1;0;0.1;0;0;0;0.8;1.4;0;15.4;36.1
  09/1969;0.1;0;0;0;6.5;0.2;0;0.4;0;0;0;0.1;1.3;0.2;0.4;0;0;0.1;1.3;1;13.2;0;0;0.3;0;4.5;0;1.2;0;6.5;---;13.2;37.3
  10/1969;18.9;3;7;18.8;16.6;0;25.8;1;0;1.9;0;0.2;0.5;0;0.1;0;6.6;0;0.9;39.9;0;0;24.5;18.4;0;0;0;0;1.2;0;8.2;39.9;193.5
  11/1969;0;0;0;0.1;0;0;17;3;10;13.1;0.5;7.5;3.1;23.7;4;9.2;10.1;0;90.6;8.4;28.9;17.9;3.2;0;0;0;0.1;0;3.1;0.2;---;90.6;253.7
  12/1969;4.7;0;3.2;0;0;0;0;32.1;2.3;0;0;0;13.3;6.6;0.2;0;0;0;0;0;0;4.1;1.5;6.7;23;1.1;0;0;0;0;0;32.1;98.8
  01/1970;17.3;4.7;0.5;1.2;4.1;0.1;0;0;5.7;17.7;2.3;0;0;0.4;7.9;62.3;45.5;14.5;13.4;13.2;59.3;0.1;0.1;0;0;0;0.8;0;0;0;13;62.3;284.1
  02/1970;0;5.7;5.4;57.7;6.6;6.2;0;0;0;14.9;18.1;24.7;9.3;14.7;7.5;59.8;3;11.2;23.8;12.5;13.7;33.3;12.5;22.2;0;0;0;0;---;---;---;59.8;362.8
  03/1970;0;0;0;0;0;0.1;0;0;0.6;8.5;0;0;30.5;16.3;2.5;0.2;0;7.3;0;11.9;0;0;0.1;0.1;29.2;0.1;0;0;0.1;0.2;0.1;30.5;107.8
  04/1970;0.3;0.4;9.6;14.4;17.3;0.2;0.4;0;0.2;0;0;0;0;0.2;0;0;1.9;0;0.1;0.1;0;0.1;0.1;0.1;0.2;0;0;0.1;8.9;0.6;---;17.3;55.2
  05/1970;0;0.2;0;0;0;0;6.2;80.3;0;0.7;0.1;0;0.1;0;0.1;0.1;0.1;0;0;0;5.8;2.6;0;0;0;0.3;0.1;0.1;0;0;0.1;80.3;96.9
  06/1970;0;0;0.1;0.1;0;0;0;0;0;0.1;0;0;0.1;0.4;9.2;4;0;0;0.1;0;0;0;7;31.9;1.3;0.1;0;0.2;0;0.4;---;31.9;55
  07/1970;0.2;4;1.2;0.1;0.1;0;0.2;0.2;1.2;0.2;3.8;0;1.7;3;1;2.4;0.2;0.2;0.3;0.1;0;0;0.7;0.3;0.2;0;0.1;0;0;0.1;0.1;4;21.6
  08/1970;0;0.1;0.1;0;0;0;0;0.2;0;0.3;0.1;0;0.1;0;0;3;3.6;0.2;0.2;0;0;0;0;0.1;2.7;30;19.7;7.6;0;7;17;30;92
  09/1970;0.2;0.2;0;0;0;0.1;7.3;0.2;0.1;1.7;15.8;0.1;12.3;0.1;0.9;36.7;2.2;0.3;0;0.1;0;1.8;1.2;0;3.4;0;0;0;17.2;0;---;36.7;101.9
  10/1970;0;0;0;12.3;6.6;0;0;0.1;19.8;0;0;0;3.5;0;0;0;0;0.7;18.8;17.1;0;7.4;29.8;0.2;0;0;1.1;1.1;0.1;0.1;0;29.8;118.7
  11/1970;0;0;1;0.1;0;0;0;8.4;8.6;0;0;0;3.6;11.4;8.1;0.1;0.2;0;0.4;0;0;5;0;0.1;0.2;0.2;0;0.5;6.9;5.5;---;11.4;60.3
  12/1970;0;11.5;2.2;0.1;0.1;0;0;0;0;12.5;0;1;21.7;0;0;0;0.3;0;2.3;1;42.2;0;0;0.6;2.2;3.6;22.2;0;0;5.3;3;42.2;131.8
  01/1971;2.5;56.3;5.2;2.1;0.1;31.7;31.3;0.1;0;2.4;8.5;0.1;0;33.5;6.7;0.2;0;0;0.1;0;4.2;1.8;0;0.1;0;0;0.2;0.1;0.7;0;0.5;56.3;188.4
  02/1971;8.3;5.5;0;0.9;0.2;0.2;0.1;25.5;21.5;19.7;7.5;0;4.4;31.5;0;0;0.1;0.1;0.1;0;2.2;1;44;0;52.7;129.6;0.1;0.3;---;---;---;129.6;355.5
  03/1971;0.2;2.1;0;0.3;0;37.2;12.3;0;4.4;4.3;3.9;13.3;11.7;0;1.2;0.2;0.2;0;0.1;0;10.6;7.9;0.2;7.6;14.6;17;8.7;17.7;1;0.6;0;37.2;177.3
  04/1971;0.4;0.1;0.2;0;2;0.2;0;0.1;0;4.9;2.2;0;0;0;0;2.8;14.7;0;0;0;0;9.3;2.8;38.6;0.2;0.1;0;0.1;0.2;0.1;---;38.6;79
  05/1971;0.1;0;8.7;1.6;18;1.1;0.3;0;5.6;0.2;0.2;0;0;0.1;0.1;0;0;0.1;0;0.1;0;0.2;0.2;0;2.5;7.7;1.4;1.9;0.8;0.2;0.1;18;51.2
  06/1971;0.3;0.1;0;0;0;0;0.1;0;15.8;0;0;1.3;0.2;3.8;0.1;3.7;5.8;34.5;17.8;4.7;5;0.1;3.1;0;0;0.2;0.2;0;0.1;0.2;---;34.5;97.1
  07/1971;0;6.3;7.8;5;9.8;0;0.2;0;0;0;0;0;0.2;0.1;0;0.1;0;0.1;0;0.1;0;0;0;0;0;0.1;0;0;0;11.9;0.9;11.9;42.6
  08/1971;0;0;0;0;0;0;0;10.3;0.1;0;1;0;0;0;0.6;0.7;0;0;0.1;0;0.1;0.2;0;0;0.7;4.4;0.5;0;0.2;0.1;0;10.3;19
  09/1971;0.1;0;0;0;0;0;12.4;0.8;5.7;0;1.1;9.1;0;0;0;0;0.1;0;0;0;0;0;0;13.5;5.4;1.5;0;1.1;13.8;0;---;13.8;64.6
  10/1971;27.5;1.4;6.9;0;13;0.4;0.8;26.6;0;0;6.1;33.6;3.7;0;0.8;0;0;0.3;0;0;0.1;0.1;0.2;0;5.2;0.8;0;0;0.4;0;0;33.6;127.9
  11/1971;0;21.9;0.3;22.2;0;0.1;0;0.1;0;2.3;0.5;0;2.9;0.6;0;0.1;0;0.1;2.2;1.7;4.2;0;2.3;10.1;34.5;1.4;6.6;0;0;0;---;34.5;114.1
  12/1971;8.5;2.8;2.4;5;0.4;0;0;0;0.5;0;0;0;0.4;20;23.4;0.3;0;0;18.9;0;0;0;11.1;11.7;1.5;0;4.9;13.7;7.6;3.2;32.6;32.6;168.9
  01/1972;0;9.3;1;0;1;1.4;0.4;4.2;5.8;31.7;4.8;0.6;10.1;0;0;0;0;0;0;0;0.1;56.4;79.1;3.7;0.2;0;6.3;0.2;7.2;15.9;6.4;79.1;245.8
  02/1972;0;0;30.9;0.1;0.1;0;0;35.9;47.1;0.3;5.8;6.2;3.5;2;2.4;2.2;15.7;0;1.4;40.6;4.9;0.1;0;0.1;0;0;6.5;0.5;0;---;---;47.1;206.3
  03/1972;0;1.1;0.5;0.1;1.5;1.1;0;5.2;27;1.5;13.1;1.4;1.2;0;0;0;0;5.1;4.8;0.1;0.2;0;0;0;0;0;0.3;0.2;0;3.8;0.4;27;68.6
  04/1972;18.9;0.1;0;14.6;3.2;7.3;0;0;0;2.5;0.4;0.2;0.1;0;0;11.1;9.1;0.3;0.1;0.2;0.2;0.3;0.2;0.2;0.1;0;0;0;0.2;0.2;---;18.9;69.5
  05/1972;0;0.2;0.2;0.2;0.2;0;0;0.1;13.6;0;0.1;0;0;0;0.2;0;0.1;0;0;15.7;0.6;0.4;5.7;2;2.8;0.5;0.2;0.3;0.1;0.1;0;15.7;43.3
  06/1972;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0.1;0;0;4.6;0.2;0;0;0;0;0;0;0;0;0;0;---;4.6;5.1
  07/1972;0;0;0.2;0.1;0;2;0;8;0;2;0.1;0.5;36.6;0;1;1.3;0.4;0;0.1;0.1;0;0;0.3;0;0;0;7.6;0.1;0.1;0;0;36.6;60.5
  08/1972;0.2;0;0;22.2;8.6;8.7;14.5;0;0.5;0;0;0;2;0;1;0;0.2;0;0.1;0;0;0;18.8;5.9;0.1;0;0.3;0;0;7.5;0;22.2;90.6
  09/1972;0;0.1;0;0;0.4;12.8;0;0;0;0;2.9;0.2;0.1;0;0.1;0;0;0;0;0;0;10.2;1.1;0.1;17.1;0.3;0;24.6;18.9;8.4;---;24.6;97.3
  10/1972;0;0.1;0;76.1;13.1;0.3;10.2;2.1;1.5;16.2;24.4;0.8;0;0;34.4;1.2;0.6;0;0;0.2;0;0;0;0;0.2;0.6;0;0;5.3;0;0;76.1;187.3
  11/1972;0;3;2.6;34.4;2.9;0;0.2;0;0.3;0;0;2.7;0;1.3;12.3;0.4;0;6.6;19.3;0.9;2;0.3;0;0;0;1.5;10.1;0.1;0;0;---;34.4;100.9
  12/1972;0.9;0;14.1;22.5;8.2;0;10.2;0;0;0;0;0.8;0.7;2.4;0;0;0;0;0;1.8;0;0;26.7;26.8;8.3;0;0;0;10.5;0;4.5;26.8;138.4
  01/1973;15;0;0.2;0.6;4.9;0.5;25.2;0;12.1;29.4;1.8;1.1;0;0;26.5;23.4;13.8;1.1;0;1.2;21.8;0;9.8;0.9;0;16.5;0.6;0;0;0;0;29.4;206.4
  02/1973;0;0;5.2;0;0;0;3.1;0;0;0;0;0;36.1;37.6;4.3;40.9;22.1;6.9;8.2;50.9;14.3;0;0;0;0;0;17.3;0;---;---;---;50.9;246.9
  03/1973;0;0;0;27.9;15.4;2.3;0.1;0;10.3;0.8;0.4;0;0;0.3;0;0.2;0;0;0;0;3.4;1.3;13.1;7.4;0;0.3;0;0;0;0;8.1;27.9;91.3
  04/1973;25;0.6;0.7;0;0;0;0;0.8;0.6;0.3;0;0.6;6.1;7;0.3;0;0;0;0.1;0;0.3;0;0;0;0;0;0;0;0;0;---;25;42.4
  05/1973;0;0;0.2;2.7;0.5;0;0;1.8;0;8.4;0;3.9;0.1;0.2;0.2;0;0;0;0;0;0;33.7;3;0;0;1.1;0;0;0;0;0;33.7;55.8
  06/1973;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;3.7;0.6;0;0;0;0;0;17.6;0.2;10.4;0;0.4;0.2;---;17.6;33.2
  07/1973;0.1;20.1;18.7;0;0;0.1;0;0;0;0;0;0.1;0;0;0;0;0;7.1;1.4;0.7;3;5.8;1.8;4;1.2;0;0;21;2.8;0.1;0.2;21;88.2
  08/1973;0.1;0;0;0;5.2;6.5;0;0;0;0;0;0;0.1;0;9.5;0.2;0;0;0.1;0.2;0.1;0;1.3;0;0;0;1.4;0;1.1;0.2;0.2;9.5;26.2
  09/1973;0.3;17.2;1.9;0;0.1;0;1.2;0.2;0;2.9;0;0;0.5;0;6.6;0;0.3;0;0;0.7;9.8;7.6;3.2;0;1;0.7;0;0;2.1;0.1;---;17.2;56.4
  10/1973;0;1.3;0;0.1;0;0;2.9;14.9;5.7;0;18.5;4.3;0;1.9;0.1;0;0;0;28.9;0;0;0;0;3;0.9;0.9;24.9;0.2;0.3;0;12.6;28.9;121.4
  11/1973;13.2;20;1.5;0;0.1;0;0.1;0;0;0;0.2;0;2;9;1;0;0;59.6;36.6;0.1;0;0;0;0;28.8;0.9;0;11.2;0;0;---;59.6;184.3
  12/1973;0;0;0;24.1;0;20.6;7.6;15.8;4.3;0;0;0;0;0;0;4.3;31.9;1.5;1.9;16.2;6.4;0;0;8.6;14.4;1;0;0;0;19.8;17;31.9;195.4
  01/1974;12.8;0;0;0;0;1.3;1.7;5.1;1.8;5.5;0.9;19.2;2.9;1.9;3.9;26.4;0.8;15;0;68;0;0;0;0;0.8;24.7;27.7;26.1;0.9;0;1.9;68;249.3
  02/1974;0.1;8.4;2.5;0;0;0.2;0;0;0;0;0;0;0.4;0;0;33;0.2;18.1;0;0;0;1.4;0;11.5;6.9;0;0;0;---;---;---;33;82.7
  03/1974;0;0;0;0;0;0;0;8.9;0;0;26.9;42.4;17.2;23.6;1.7;0.2;0.8;17.3;12.9;28;31.5;2;0;0;5.1;0;0.2;0;0;0;0;42.4;218.7
  04/1974;0;0.8;0;0;43.6;4;0;0;0;0;3;0.6;0;0;0;0.1;0;0;0;6.7;0;0;0.7;0;3.4;7.5;0;1;0.1;0;---;43.6;71.5
  05/1974;0;0;0;0;0;0.4;0;0;4.7;0;0;0;1.5;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0.2;0;0;0.1;4.7;7.5
  06/1974;0;0;0.9;0;0;0;4.6;6.5;0;4.1;3.1;14.7;3.4;0;0;0;0;0;3.3;0;0;19.2;0.5;0;30.8;8.3;6.7;0.6;0;0;---;30.8;106.7
  07/1974;0;0;0;0.1;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0.5
  08/1974;0;0;0;0;0;0;0;0;1.4;0;0;0;0;5.2;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;7.1
  09/1974;0;0;0.4;2.1;0.6;0.7;2.9;0;0;0.1;0;0;0;0;0;0.1;0;0;0;0.4;0;0;0;0.1;0;0;0;0.4;23;0.1;---;23;30.9
  10/1974;0.7;34.1;0.2;10.6;12.9;0;0;0;0;0;0.1;0;0;0;0;0.1;0;0;7.5;0.8;0;0;0;0;18.3;6.6;0;12.6;11.8;23.6;0.3;34.1;140.2
  11/1974;0;0;0;0;0;0.5;23.9;0;0.1;0.1;0;0;14;0.5;0;0;0;0;0;0;33.7;23.5;3;0;0;0;0.1;8.4;3.2;0;---;33.7;111
  12/1974;13.8;0;24.4;14;3.9;0;0;0;0;0;0.5;0;0.7;35.7;7.5;0;12.9;7.9;27.7;0.9;0;16;0.1;2.7;3.9;1.3;0;0;29;0.7;0.5;35.7;204.1
  01/1975;4.1;2.5;1.2;0;0.7;0;1.6;1.3;3.1;17.8;0;5.6;33.7;5.2;0;0.1;0;0;4.7;24.8;8.3;0.1;0;0;0.3;0;0.3;0;3.3;1.3;0.7;33.7;120.7
  02/1975;0;19.1;2.4;15;28.5;13.2;0;17.2;3.2;8.8;0;0;0;0;0;0;0;19.2;0;0;0;20.6;8.7;0.7;0;28.4;6.6;35.8;---;---;---;35.8;227.4
  03/1975;5.4;1.7;6.7;13.4;0.1;3.1;0.3;1;2.6;0;0;0;0.9;0;0;1.2;0;0;0;0;46;0.9;2.8;0;12.1;2.3;0;0;0;5.3;7.2;46;113
  04/1975;0;0;0;8.2;0.9;0.1;0;0.1;0;1.4;1.3;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;8.2;13.1
  05/1975;1.2;0;0;4.7;0;5.1;0;0;0;0;0;0;0;0;0;0.1;0;32.7;4.6;0.1;0;0;0;0;0;0;0;0;0;0;0;32.7;48.5
  06/1975;0;0;0;3.2;8.5;0.4;0;0.1;0;0;0;0;0;0.2;1.7;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;8.5;14.9
  07/1975;0;8.8;0;6.8;0;8.9;0;0;0;0;0;0;0;0;0;0;18.7;20.9;0;0;0;0;0;0;0;0;0;0;0;0;0;20.9;64.1
  08/1975;0;0;0;0;0;1.6;0.8;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;2.8
  09/1975;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0.8;0;10.1;0.1;0;7.3;14.1;0;10;---;14.1;44
  10/1975;3.2;0;25.5;2.9;2.7;7.3;0.1;0.6;0;1.2;9;6;0;0;0.3;0;0.3;4.7;28.8;4;2.6;0;0;0;0;0;0;0;0;2.8;4.5;28.8;106.5
  11/1975;4;10.7;0.3;0;0;0;5.8;0;0;11;0;0.2;0;0;0;0;9.6;0;8.7;0;10.4;4.1;0;18;29.6;20.8;0.9;0;9;55.8;---;55.8;198.9
  12/1975;24.7;0;0;0;0;13.9;0;1;0;1.2;0;0;2.6;15.8;2.5;0.5;0;2;1.1;10.1;0;0;10.3;7.6;20;6.5;1.6;14.7;13.9;4.1;0.1;24.7;154.2
  01/1976;0;4.9;10.5;23.6;44.5;0;0;1.1;0.4;2.6;0.7;0.4;0;0;0;5.9;0;0;0;0;44.1;9.4;10.5;0.2;0;1.2;2.7;0.3;104;25;0.6;104;292.6
  02/1976;4.3;7.4;5.6;0.1;0.7;18.1;74;35.6;0;0;0.3;0;0;0;0;0;0;4.9;3.2;0.5;2.1;0;12.7;53.7;9.6;13.7;15.6;37.4;6.8;---;---;74;306.3
  03/1976;0.8;0.1;0.7;4.1;0.1;0.1;0.1;6.5;0;0;2.1;25.8;0;1.9;4.1;0.8;0;24.1;6.8;5.2;0;11.7;0;0.6;0.9;2.3;3.3;0.4;0;0;0;25.8;102.5
  04/1976;0.2;0;0;16.7;0;0;0.9;0;0;24.2;14.8;29.4;16.9;15.4;32.1;3.9;0;0;0;1.2;0;1.4;10.2;2.9;0;0;0.1;0.2;0;0;---;32.1;170.5
  05/1976;0.5;1.6;0;0;0.1;0.2;0;0;0.6;4.9;0;43.7;0.1;0.5;0;0;0.3;0.8;0.6;1;4.2;17.7;0;0;0;5.4;0.1;18.1;75.9;0;0;75.9;176.3
  06/1976;0;0.2;0.1;0;0;47;0;0;0;0;1.2;0.4;4.4;4.8;0;0.2;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0.2;---;47;58.8
  07/1976;3.7;9.9;65;11.8;0;0.1;0;3.9;13.9;22.7;0.3;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;65;131.5
  08/1976;0;0;0;0;0;14.5;9.4;0.1;0;5.1;7.4;16.4;29.9;18.9;0.9;0.2;0;0;2.1;20.9;12.8;0;0;0.1;0;0;0.1;0;0.4;1.2;0;29.9;140.4
  09/1976;0;0;0;0;4.6;5.7;3.9;17.5;0.1;0;0.4;0.5;40;17.1;5.2;21.4;6.5;0.1;0.1;0;0;0;14.3;0.2;0;0;4.2;43.8;0;0;---;43.8;185.6
  10/1976;0;1.6;0;0;0;0.3;0;0;0.6;28.3;0;0;0;0;0;0.1;2.2;14.7;2.1;1.2;0.9;0;0;0.3;12.5;0;14.7;0.8;0;0;0;28.3;80.3
  11/1976;0.5;0;0;0;9.4;18.5;0.2;0;0.2;0;0.1;0;0;35.6;0;0.3;0;0.1;0.4;15.7;19.8;0.3;0.2;0.1;0;0;55.3;0;23.6;0;---;55.3;180.3
  12/1976;0.8;6.1;8.3;0;0;40.1;0;0;34.7;2;0;0.8;0;0.1;0;1.8;0;4.3;0;0.1;0;0.7;3.8;7.6;10.6;5.2;0.3;0;4.2;0;0;40.1;131.5
  01/1977;0.1;63.6;8.1;0;5;23.4;46.3;9.6;0;0.1;0.4;0.1;19.3;1.1;0;0.2;17;1.2;91.8;8.5;0.2;0.2;0;0;0.2;2.6;10.9;19.6;1.6;0;0;91.8;331.1
  02/1977;30.2;10.2;0;7.5;9.1;0;15.5;7.1;0;0;0.1;0.1;0.1;0.1;0.7;0.1;0.1;0.1;0;0.1;0;0.1;0.1;0;0;0;0.2;0;---;---;---;30.2;81.5
  03/1977;0;0.7;0;0;15.3;2;0;0.1;0;0;0;0;0;0.1;0;2;5.2;0.1;0.2;0;20.3;1;8.2;0;17.4;1.3;0;0;24.4;7.4;9.4;24.4;115.1
  04/1977;8.8;6.3;2.4;0.4;4.4;0.2;0.2;0;34.3;28.3;0.4;0.3;0.2;0;0.2;0;0;0;0.9;16;35.6;0.2;0.8;0;0.4;0;0;0;0;0;---;35.6;140.3
  05/1977;0;0.1;0;1.4;0;0;0;0;0;0;0;0;0.5;0;0;0;14.8;8.1;2.4;0;0;0;0;0;0;0;0;0;0;0;0;14.8;27.3
  06/1977;0.2;0;0;1.1;6.4;8.6;0;0.3;0;0;0;1.6;0;0;0;0.8;0.6;0;0;0;0;0;6.3;0.3;4.6;0;0;0;0;0;---;8.6;30.8
  07/1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.7;0;7;0;0;0;0;0;0;7;7.9
  08/1977;0;0;0.2;0;0;0;0;0;0;2.4;0.1;0;0;6.1;0.1;0;0;0;2.8;1.3;0;0;0;0;0;0;0;0;0;7.9;4.4;7.9;25.3
  09/1977;0;18.1;0;0;0;0.9;17.9;22;0;0;0;0;0;0;0;0;0.3;0.6;7.5;0;0;0;0.3;11.1;5.3;0;0;0;0;0.2;---;22;84.2
  10/1977;0;52.5;0.6;3;0;0;0;0;0;0.1;0;0;2.8;2.7;0;0;2.1;1.6;0.7;0.6;0;0;0.1;0.1;0;0;1.6;2.6;7.6;0;0;52.5;78.7
  11/1977;0;22.1;0.1;0.1;0.1;0;0.9;0;0;0;0.4;4.2;18.3;0.1;28.8;15.8;0;0;0;0;0;0.5;0.5;0.3;0.4;23.9;0;9.3;5.9;0.1;---;28.8;131.8
  12/1977;26.1;18.9;7;10.5;0;14.9;4.1;23.4;2.6;0.7;6.2;0.1;0;0;0;0;0;0;47.4;29.1;3.3;36.1;11.5;0.1;0;0;0;0;0.1;0;0;47.4;242.1
  01/1978;39.8;3;10.5;0;0;0;5.5;17.4;0;0.8;0.3;0.5;1;0.2;0;19.3;7.9;0;0;0;2.2;3.1;0;1.3;0;0;4.1;0;6.2;0.5;10.7;39.8;134.3
  02/1978;3.4;0;15.3;2.4;33.7;9.1;9.6;0;0;0;0;0;1.5;22;0.5;6.2;10.5;9.4;0.1;0;4.8;32.8;0;0;0;0;0;0;---;---;---;33.7;161.3
  03/1978;0;28.8;0;39;14.1;1.8;3.4;14.6;47.4;5.4;0;0.1;0;43.8;0;0;0;0.2;0;0;0;0;0;0;0;0.9;0.1;3.4;0.3;24.9;0;47.4;228.2
  04/1978;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0.1;0;0;0;0;0;0.2;0;17;0;0;0;0;0;0;0;---;17;17.7
  05/1978;15;4.3;0;0;0.1;0;0;0;0;0;0;0;0;0;0;3.3;29.3;34.6;6;0;19.2;5.7;0.1;0;0;0;0;0;0;0;0;34.6;117.6
  06/1978;0;0;0;0;0;0;0;0;68.7;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;68.7;68.8
  07/1978;0;0;0;5.1;0;0;0;0;0;0;0;0;3;1;0;15.8;0;3.7;0.4;0;7.5;9.3;27.3;2.8;2.5;0;0;0;0;0;0;27.3;78.4
  08/1978;0;0;0;0;0;0.1;0;0;0;0;0;0;0.6;0.5;1.1;0;0;0;0;0;0;0;0;1.2;1.8;1;0;0;0;0;1.2;1.8;7.5
  09/1978;1.3;7.1;3.4;0.2;17.7;9.7;0;0.2;0.3;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;17.7;40.1
  10/1978;0;0;0.1;0;0;0;0.3;0;0;0;2.7;0;0;4.4;0.8;0;9.9;12.2;14.9;7.8;0.4;0;0;0;0;0;0;16.1;1;10;0;16.1;80.6
  11/1978;9;2.7;0;70.4;21.5;59.6;0;0;0;0.4;58.8;29.2;0.3;0;0;0;13.7;0;0;12;0;34.5;1.9;4.6;0;0;0;50.1;0;0;---;70.4;368.7
  12/1978;0;0;0;0;0;0;6.7;3;10;0.2;2;0;0;0;34.8;2.8;0.6;4.4;6.8;0.1;0.1;0;0;0;5.1;0;61;10.4;0.4;31.3;17.8;61;197.5
