Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  07/2001;0.1;0.1;0;0;0.1;0;0;0;0;0.1;0;4.3;0.8;0;0;0;0;0;0;0;0;1.1;0.2;0.2;2.1;11;21.3;17.9;1.5;0;0.1;21.3;60.9
  08/2001;0;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0;0;0;0;0;7.4;6.4;0.9;4.2;0;0;0;0.6;0.7;0;7.4;20.7
  09/2001;0;0;0;0.1;0;0;1.7;0;0;0;0.2;1.8;0;8.1;19;1.8;0;0.6;0.1;0.1;0.7;0;5.7;0.6;0.1;13.7;0.2;0.2;0.3;0;---;19;55
  10/2001;0.1;108.7;0;0;0;0;0;1.8;16.6;0;2.5;1.5;0;0.1;0.1;0;0;0.4;0.1;85.9;9.1;17.4;0;0;0;0;0.1;0.1;0;0;0;108.7;244.5
  11/2001;0;0;0;0;1;0;0.1;0;0;0;7.8;40.2;1;0;4.4;1.9;1.9;0.2;0;0;0;0;6.4;0;0.1;0;0;7.6;35.6;0;---;40.2;108.2
  12/2001;9.6;0;0;0;0;1.3;0;0;3.2;55;20.1;0.6;0.3;15.9;13.4;13.6;5.1;0.2;0;0;1.8;1;5.6;16;0.6;0;0.2;0;4.8;10;1;55;179.3
  01/2002;0;0.8;0.3;0;0;0;10;1.1;28.2;26.5;0;11.6;46.6;22.6;24.8;17.9;2.7;0;0;22.3;0.8;0;16.3;14.4;12;19.6;5.6;0;52.7;0.7;0;52.7;337.5
  02/2002;12.3;0.6;8.7;1.1;0;0.1;2.1;15.3;24.4;6.5;0;9.9;1.5;33.4;0;13;0.6;0;0;0;3.1;23.1;12.5;5;2.9;0;0;0.6;---;---;---;33.4;176.7
  03/2002;7.8;0;2.8;0.3;16;0;0;0;12.6;0.1;0;0;0.3;1.4;6.9;0;0.1;0.1;13.2;0.7;30.4;0.9;0;0;71.9;0;0;4;0;0;0;71.9;169.5
  04/2002;0;0;0;9;0;0;14.9;18;0;0;0;0;0;0.7;0;0;0;0;0;0.1;0;0.1;0.1;0.1;0.1;0.1;0.1;3.6;0;0;---;18;46.9
  05/2002;0;0.1;8.7;0;0.1;0;11.2;0;0;0.1;0;0.2;0.2;0.2;0.1;0;0.3;0;4.5;12.6;18.2;9.6;1.8;0.4;1.3;0.1;0.1;0;0.1;0.1;0;18.2;70
  06/2002;0;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;1.5;1.1;0;0.1;0;0;0;0.1;0.8;1.1;0.3;0;0;0;0;0;---;1.5;5.3
  07/2002;0;0;0;0;0;0.1;0;3.1;0;0;0;11;21.7;0;0.2;0;0.1;1.1;0.2;0;0;0.2;0;0.1;0.1;0;0;0;0;0;0;21.7;37.9
  08/2002;2.3;15.9;7.9;0.2;0;0.1;1.4;0;19.3;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3;0;19.3;50.7
  09/2002;9.5;0;0.1;0.1;0;0;11.6;0;0;0;0;0;0;1.6;2.4;0;0;0;0;4.1;44.5;0.9;0;0.7;0.7;0;0;0;0;0;---;44.5;76.2
  10/2002;0;7.3;0;2.1;3;0;0;0;0;11.4;0;0;0;0;0;0;0;4.1;0;37;0;11;1.2;0;0;3.1;0;0;0;32.7;15;37;127.9
  11/2002;0;1.8;0;0;14.8;5.4;1.4;0.2;0;0;15.8;23.4;22.8;8.4;0.1;0;12.7;13.5;3;0;0.1;7.3;1.9;0;11.6;12.3;1.3;0;46.4;13.6;---;46.4;217.8
  12/2002;0;1.4;1.5;0;0.2;4.6;0.4;12.4;24.9;0.2;0;5.7;0;1.4;10.8;18;1.7;24.1;0;0;24.5;0.2;0;0;2.7;2;0;0;0;0;0;24.9;136.7
  01/2003;0.2;4.4;13.4;11.2;16;0.7;0;0;0;0;24.8;0;2.4;1.3;0;0;13.3;0;0.2;0;0;27.6;4.9;6.9;16.3;1.2;1.7;52.3;49.3;0;14.6;52.3;262.7
  02/2003;2.3;0.9;0;0.7;4.7;3.2;0.6;22.3;10;1.6;5.1;22.3;6.7;23.1;1.9;2.4;0.7;27.8;6.5;14.8;5.1;0;0;0;0;0;0;0;---;---;---;27.8;162.7
  03/2003;0;0.2;0.1;23.9;0;15.4;1.3;6;6.3;0.6;3.3;5.7;14.1;0.3;0.1;0;5;9.8;0;3;0.7;10.2;0.6;0;1.7;1.1;0.7;0.2;0.5;0;0;23.9;110.8
  04/2003;0;0;0.1;0;11.4;0;36.3;0;0;0;0.6;14.8;0;0.2;0;0;0.1;0;0;24;0;0;0;0.1;0;0;0;0;0;0;---;36.3;87.6
  05/2003;0;0.1;6.8;0;0;2.1;0.1;0;0;0.9;0;0;0;0;0.2;0;0;0;0;0;0;0;0;14.3;0;0;0;0.1;0;0;0;14.3;24.6
  06/2003;0;0;0;0.1;2.9;3.3;0;12.6;1;0;0;0;0;0;0;0;0;0.1;0;0.3;0;0;0;0;0;0.1;0;0;0;0;---;12.6;20.4
  07/2003;0;0;0.1;0;0;0;0;0;0;0.7;12.6;0;0;0;0;0;0;0;0;0.2;0;0;0.1;0;0;0;0;1.3;0;0;0;12.6;15
  08/2003;0;0;0;0;0.1;0;5;0.6;0;10;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0.7;4.3;0;0.4;2.5;0.2;0;10;23.9
  09/2003;2.2;0;0;0;0;0;0;0;0;0.5;18.7;0;0;0.2;0;0.2;11.6;0;0;0;0;0;0;0;0.2;0.4;0.3;0;0;0.6;---;18.7;34.9
  10/2003;0;0;0.1;0;0;0.1;0;4.1;0;13.6;33.3;23.8;0;1.5;0.4;0;0;0;0;0;0.8;11.5;1;0;0;0;0;7.6;8.2;0.3;0.2;33.3;106.5
  11/2003;0;3.8;4.2;0;0;6.3;0;0;0;0;0;0;0.1;13.3;0;0;20;8.8;0;1.1;0.7;0;0;16.5;12.8;0;3.5;3.2;8.9;0.1;---;20;103.3
  12/2003;6.5;1.1;0;21.5;5.8;11.6;0;0;12.4;3.9;0.2;2;0.3;0;8.8;0.1;0;0.2;0;0;3;14.8;8.2;4.9;0;0;0;0;0;5.5;0;21.5;110.8
  01/2004;6.7;10.9;2;0;0;0;2;1.9;33.2;5.2;0.1;0;1.2;0;0.1;3.4;1.1;0;0;0;0;15;0.8;2.2;2.5;34.5;23;31.4;0.8;1.3;31.4;34.5;210.7
  02/2004;4.2;9.2;49.3;18.4;14.5;36.5;16.9;2.2;1.5;0.2;0;0;1.5;1.2;13.2;0.6;0;0;0.1;5.9;0.7;14.9;57.3;6.6;4.6;2;0.1;12.3;0;---;---;57.3;273.9
  03/2004;0;0;0;14.1;33.8;0.9;68.4;12.4;0.2;0;0;0;0.4;0;8.7;1;0;0;0;14.9;1;1.1;0.1;0.2;0;0;0;0;0.4;1.8;0;68.4;159.4
  04/2004;0;0;0;0;54;12.9;39.3;0;0;0.4;7.4;0;0;3.8;5.2;13.3;0;0;2;22;0;29.1;0;0;0.8;1.6;0;0;0;0;---;54;191.8
  05/2004;0.1;0;0;0;2;0.8;2.1;10.3;0.3;0.1;0;0;0;0;4;3.6;0;0;0;0;0;4.8;0;0;13.3;12.5;0;0;0;0;4.1;13.3;58
  06/2004;29.2;0;6.7;12.4;34.5;0.6;0;0;0;4.3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0.6;0;0;0;---;34.5;99.7
  07/2004;0;0;0;0;0;0;0;0;10.1;0.2;29.9;0.1;0;0;0;0;6.9;1.3;23.8;27.7;1.2;0;1.1;0;0;0.1;0;0;0;0;0;29.9;102.4
  08/2004;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.2;0;0;0;0;2.4;0;0;2.4;2.8
  09/2004;0.1;0;0;0;0;0;0;0;0;0.1;0;2.3;0.3;0;0;0;0;2.3;16.8;0.1;0;0;0;0;0;0;0;0;0.1;1.3;---;16.8;23.4
  10/2004;0;0;4.6;0.6;0;0.6;0.8;0.1;0;0;1.6;0.6;0.4;8.6;2.3;7.1;13.7;10.5;20.2;2.1;0;0;0;0;2.4;30.6;0;1;0;0;0;30.6;107.8
  11/2004;2.5;5.1;0.1;17.7;3.3;0;4.3;0;0;0;27.8;15.1;0;0.3;0;36.8;24.1;7.6;3.4;3;0;0;0;0;0;0;0;102.2;37.9;0.4;---;102.2;291.6
  12/2004;0.3;2.2;0;13.7;0;5.6;34.2;14;0.4;13.8;2.4;2.8;0;0;0;0;10.6;13.9;0;51.8;2.2;4.2;26.8;12.5;0;0;12.8;0;0;0;0;51.8;224.2
  01/2005;0;0;0;51;46.7;0;0;0;0;1.9;7.6;74.2;1.4;0;0;0;18.4;1.7;1.2;14.5;26.9;39.1;56.7;0;5.2;22.3;8.5;6.7;0.4;0;0;74.2;384.4
  02/2005;2.6;1.3;8.6;0.5;0.4;1.6;0;0;0;0;0;31.6;2;7.7;0;0;0;2.2;0;0;0;0;0.4;0;0;9.5;8.4;3.7;---;---;---;31.6;80.5
  03/2005;0;2.1;0.5;0;0;0;0.2;0;0;0;0;0.3;0;5.1;33.9;21;1.4;11.8;7.6;0;0.4;0.9;0.6;9;4.8;0.2;1;0;0;0;2.8;33.9;103.6
  04/2005;1.3;6;0;37.6;12.1;0;0;0.6;0;0;0;0;0;0;0;0;0.1;0;0;0;6.3;0.1;0;6;0;2.1;1.1;0.6;5.9;1.9;---;37.6;81.7
  05/2005;1.6;1.4;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.4;0.4;0;136.3;13.3;0;0;0;0;0;136.3;175.6
  06/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;15.6;3.4;0;0;0;0;0;0;3.6;0;---;15.6;23.1
  07/2005;0;0;0;0;0;2.1;0;0.8;0.8;0;0;0;0;0;0;0;0;0;0;0;0;1.1;0.2;0;13.1;0;0;0.2;0;0;0;13.1;18.3
  08/2005;0;0;0;0;0;0;0;0;0.1;6.5;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;6.5;7.9
  09/2005;1.1;41.9;0;0;21.3;0.5;16.4;0;0;0;0;0;11.1;4.6;0.9;0;0.3;1;12.8;0;1.1;0.2;0;0;3.5;16.2;9.4;0.9;0;0;---;41.9;143.2
  10/2005;0;1.1;14.6;0;0;2.2;0;0;0.1;0;0;0;0;0;8.4;0.1;0.1;0;19.2;0;0;42.9;0.4;7.3;0;0;0.7;0.5;57.9;1;6.2;57.9;162.7
  11/2005;0;0;0;0;6.8;0;0;3.1;0;1.2;0;0;0;0;0;0;11.2;0.8;17;4.9;0;0;0;10.4;21.1;10.6;1.3;0;0;3.7;---;21.1;92.1
  12/2005;0.4;26.8;3.5;0;0;7.4;11.8;0;0;0;2.6;0.4;22.7;0;0;0;1.5;60.9;16.6;0;7;0.5;0;0;8.4;0.2;0;1.3;0;0;7.6;60.9;179.6
  01/2006;12.8;5.8;56.8;16.2;15.5;19.2;0;0;0;0.1;0;0;0;0;0;0;0;0;0;19.6;0;0;0;8.4;0.5;4.6;11.4;5;0;39.7;46.5;56.8;262.1
  02/2006;2.5;0;0;0;0;16.1;10.5;8.9;82.2;15.8;30.1;30.3;0.7;0.1;0;0;0;0;0;0;0;0.2;0.5;0;0;0;0;0;---;---;---;82.2;197.9
  03/2006;0;3.7;0.3;1.2;57.2;7.7;3;0;0;0;12.7;1.1;0;0;0;11;1.4;0;16.5;0;3.9;0;11.7;6.3;0;41.1;3;1;69.6;28.1;0;69.6;280.5
  04/2006;0;0;0;0;0;0;22.7;0.1;6.9;6.9;0;0;0;0;0;0;5.8;3.6;0;0;0;0;0;0;0;0;0.1;0;0;0;---;22.7;46.1
  05/2006;0;0;0;0;0;0;0;0;0;0;0;1.5;2.5;0;0;0;0;0;0;0;0;0;3.3;4.1;0;0;0;0;0;0;0;4.1;11.4
  06/2006;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.9;0;0;0;0;0;0;0;0;1.8;17;0;0;0;---;17;21.7
  07/2006;0;0;12.4;0;0;0;0;0;0;11.2;27.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;1.2;11;27.3;70.9
  08/2006;7.2;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0.8;0;0;7.2;10.4
  09/2006;2.9;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10.4;0;0;25.7;0;0;7.9;0.8;0;0;0;0;4.2;---;50;109.9
  10/2006;1;2.8;1.4;0;0;5.6;2.9;0;0;0;0.4;0;2.6;1.3;0;3.8;26.3;0.7;21.2;13.7;0.2;0;0;0;0;0;0.7;0;0;0;0;26.3;84.6
  11/2006;0.2;32.1;6;1.5;0;0;1;1.1;0;3.1;0;0;1.5;0;0;0;0;0;3.3;24.5;2.1;0;0;0;4.2;52.5;16.4;46;25.2;17.3;---;52.5;238
  12/2006;2.5;0;0;0;50.8;3.2;15.4;0.8;0;0;0;0;0;0.2;1.2;0.4;0;0;4.4;0.8;21.3;0;9.4;9;10;2.5;6.2;0;0;0;20.8;50.8;158.9
  01/2007;90.6;7.1;2.6;4.1;4.8;1.1;1.7;20;0;0;0;0;2.2;0.2;0;0;0;14.4;1.8;0;3.6;10.3;0;0;0;13.9;4.1;0;4.5;29.9;0;90.6;216.9
  02/2007;0;0;0;0;0;34.8;0;60.1;36.5;0.7;0;6.6;0;0;0;0;0;0;50.3;6.9;26.9;0;0;0;0;46.7;1.5;1.1;---;---;---;60.1;272.1
  03/2007;1.4;0;0;0;0;0;0.3;0;0.7;3.4;3.5;2.2;26.8;18.5;56.4;0;26.3;11.3;41.4;0.3;0;0;0;0.6;0;0;0;0;0;0;0;56.4;193.1
  04/2007;13.8;0;0;16.1;0;6.9;0;2.3;5;0;0;0;0;0;0;0;0;0;0;0;0;4.3;0.2;2.8;0;0;31.4;8.6;0;0;---;31.4;91.4
  05/2007;0;0;0;0.6;0.1;0;0;0;10.4;5.3;0;0;0;2;3;0;0;0;0.4;9.2;0.2;0;15.3;6.9;0;0;0;0;0.3;0;0.2;15.3;53.9
  06/2007;0;3.9;13.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.1;1.8;0;---;13.1;25.9
  07/2007;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;9.8;36.7;14.4;2.8;0;0;0;0;39.7;52.4;4.5;0;0;1.3;0.2;0;52.4;161.9
  08/2007;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.4;0.7
  09/2007;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0.1;0;0;1;0;0;0;0.9;0;---;1;3.7
  10/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;5.9;1.4;1.4;0;0.1;0.6;0;4.2;2.1;2.1;43.6;4.1;7.1;10.1;0;3.8;0;43.6;88
  11/2007;0;18.3;12.7;9;17.8;0;0;0;0.7;0.5;3.5;3.5;0.3;0;17.6;8;0;0;14.4;11.9;0;0;0;0;0.2;0.1;3.1;0.9;0;0;---;18.3;122.5
  12/2007;0;0;0;0;0.6;2.4;53.3;4.8;0;0.4;4.8;4.4;10.8;0.4;0.2;0;0;0;5.8;63;27.6;6.9;0;0;0.1;4.4;0;0;0;7.8;0;63;197.7
  01/2008;0;0.5;3.6;25.8;3.5;24.1;0;0;0;0;0;8.6;46.1;2.1;1;0;5.4;11.1;0.8;11.6;39.8;2.7;3.2;0;0;0;0;0;13.4;56.4;0;56.4;259.7
  02/2008;3.5;0;0;15.5;0.1;0;3.3;12.4;0;3.6;14.3;0;11.4;0;0;0.3;1;20;2.8;0.4;5.1;112.9;0;0.8;13.7;0;0;0;0;---;---;112.9;221.1
  03/2008;1.1;0;0;0;0;0;0;0;0;0;0;9.9;13.2;8.9;3;0.8;9.5;13.8;0;0;4.4;0;5.3;0;0.7;0.4;0;0;0;4.5;0.2;13.8;75.7
  04/2008;0;0;5.5;35.1;0.5;0;9.6;0;0.3;0;4.3;0;0;12.3;13.5;0;0.5;0.2;0;1.1;2.7;2.9;5.6;0;0;0;0;0;0;27;---;35.1;121.1
  05/2008;0.6;7.6;35.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;0;0;0;0;0;0;0;0;0;8.2;2.5;35.5;55.7
  06/2008;20.7;2.3;0;39.6;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;7.6;0.3;0;0.2;0;0;0;0;0;---;39.6;75.3
  07/2008;0;0;0;0;0;0;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0.4
  08/2008;0;0;8;4.2;0;21.3;0;21.9;9.4;13.9;0;0;0;1.2;1.9;0;0;0;0;0;0;0;2.9;0.3;0;0;0;0;0;1.8;0;21.9;86.8
  09/2008;0;0;0;0;0;0;4.7;0;0.3;0;0;0;0;14;0;0;0.3;0.1;0;0;5.3;12.4;0;1.4;0.1;2.5;0.1;0.4;0.3;0;---;14;41.9
  10/2008;0.1;28.8;0;0;22.8;1;12.4;0.6;0.6;0;0;1.3;0.8;0;0;0.4;0;0.7;24;0;0;0;2.4;39.6;0;0;0;0;0;9.8;0.3;39.6;145.6
  11/2008;0.1;0;13.1;0;0;0;8;15.7;0;0;0;0.6;22.4;0.1;2;0;1.9;17;1.2;0.1;0;0;23.7;5.6;0;0;0;1.8;0;0;---;23.7;113.3
  12/2008;0;0;33.5;0;0;0;0;0;0;0;24.5;9;0.5;0;0.1;0;8.3;6.3;0;0;0;81.2;26.7;0;50;8.8;7.4;0;0;0;0;81.2;256.3
  01/2009;0;21.4;24.6;4.8;2.5;0.6;0;0;0.1;0.1;0.9;0;0.1;13.8;23.2;0;9.1;4.6;0;0;14.5;1;0.9;2.7;0;20.1;28.7;28.3;3.4;0.2;28.3;28.7;233.9
  02/2009;0;0;1.3;7.2;14.9;6.4;0;72.7;11.3;0.8;0;5.9;14.1;5.2;7.4;15.6;0;0;0;0;0.1;0.5;0;1.4;26.9;11.4;15.3;0.8;---;---;---;72.7;219.2
  03/2009;0;0.1;0;1.8;0;0.3;2.2;0;7.3;2.3;0.1;12.1;25.4;5;3.6;3.2;0;139.4;24.8;0;0;0;3.2;0.1;0;0.1;0;0;14.8;0;0;139.4;245.8
  04/2009;0;0;0;0;0;19.4;1.4;0;1.1;1.3;0;0;0;10.3;3.4;0.3;0;0;0;0;2.8;0.2;0;6.8;4.9;0;0;0.4;0;0;---;19.4;52.3
  05/2009;0;1.3;0;0;0.3;0;0;0;0;20;0.5;0;0;0;6;5.8;0;0;0;0;0.1;0;0;0;0;2.3;7.5;1.3;10;0.3;0;20;55.4
  06/2009;0.8;0;0;0;0;0;0;0;0;0;21.5;2.9;0.3;0;0;0;0;0;0;0;0;0;0;0;5.9;6.3;0;1.7;0;0.1;---;21.5;39.5
  07/2009;3.1;0;5.8;0;0;0;0.1;0;0;0;28.9;53.6;0.1;0;0.1;0.1;0;0;0.6;0.6;0.7;0.1;0;21.1;32.3;9;5.7;1.4;12.9;26.8;0;53.6;203
  08/2009;0;0;0;0;0;0;0.2;0;0;0;2.2;0.7;0;0.1;0;0;0;3.1;7.7;0.4;24.9;0.3;0;5.6;1.8;3.3;0;0.2;0;0;0;24.9;50.5
  09/2009;0;0;0;25.9;8;0;19;0;84.7;2.3;0.3;0;0;5.2;11.2;0;0.2;0;0;0;0;8.5;4.8;11.2;1.3;0;0;0;18.9;0.7;---;84.7;202.2
  10/2009;0.7;0;0;0;0;0;5.9;2.1;10.8;0.4;0;0;7.1;0;0;13;2.1;35;10.7;3;0;9.3;0.5;0;0;0.1;34.2;1.1;0.4;2.1;0.2;35;138.7
  11/2009;0;0;0;0;0;0.6;0;2.9;39.8;0.2;0;0.1;0;0;0;48.4;0.4;0;0;0;6.9;17.4;3.9;4.8;34;2.8;49.8;11.3;10.7;0.4;---;49.8;234.4
  12/2009;4.4;2.1;9.4;3.4;0.1;0.4;76.1;7.5;0;0.1;1.8;4.9;6;0;0.1;0.3;13;0;0;0.1;0.1;0;0;0;6.2;33.5;23.2;6.4;3.1;5.3;3.1;76.1;210.6
  01/2010;3.1;36.8;26.9;0;13.9;6.9;1.7;3.7;34.2;29.5;0;55.2;0;1.4;13.3;0.1;32.4;36;46.1;31.7;81.7;18.4;2;18.9;41;18.8;25.4;14.3;31;5.4;0;81.7;629.8
  02/2010;24.5;4.3;0;2.8;97.2;0;30.7;11;0;0.5;15.9;10.5;2.2;0;0;15.8;0;66.7;3.6;0;0;0;66.4;0;38;12.1;0;0;---;---;---;97.2;402.2
  03/2010;20.8;8;0;0;0;2.1;19.6;0;0;0;0;0;0.9;0;20;0;0;0;0;0;5.4;10.8;1.4;5.4;0;7.4;3.1;6.4;4;48.6;0;48.6;163.9
  04/2010;0;0;4;29.7;14.1;14.5;29.3;9.4;9;5.6;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0.2;0;2.7;0;0;---;29.7;130.4
  05/2010;0;0.1;0.2;0;0;6;0.2;0;55.5;3.7;2.7;0;0;0.3;0;0;0;0;1.3;3.7;0;0.6;3;0.3;0;0;1.6;1;0;0;0.2;55.5;80.4
  06/2010;0.6;0.9;0;0;7.3;0.1;0.1;0.1;0;0;0.2;1;0.5;0;0.1;0;0;0;0;0;0;0;1.6;0;0;0.1;0;0;0;0.1;---;7.3;12.7
  07/2010;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;4.6;39;22;20.9;2.8;0;0;0;0;0;0.2;0;0;0;0;0;0;0;39;89.7
  08/2010;0;1.1;0.4;0;1.2;0;0.1;0;0;0;0;0;0;0;0.2;0.6;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;3.7
  09/2010;0;0;0;0.1;0;0;0;17.3;0.2;0;0.1;0;0;0;0;0.1;0.1;0.3;0.2;0;8.3;0.7;0;0;8.4;7.9;21.1;30.2;0.1;1.6;---;30.2;96.7
  10/2010;1.9;4.5;1.2;0;0;0;21.2;0.6;2.8;0;0;0.1;0;0;4.1;0.1;5.2;1.3;0;0.1;0.1;0;0.4;0;21.8;0.1;0;0;0.1;10.9;0.1;21.8;76.6
  11/2010;0.1;0;0;0.1;0;19.7;5.7;0;0;17.1;3.7;0.2;0.6;0;0;21.6;3.9;3.2;0;0;0;0;12.5;0.8;0.3;13.5;0;0;0;5.5;---;21.6;108.5
  12/2010;50.8;0.2;0.7;0.4;0.1;24.2;2.6;0.1;18.8;0;0;5.7;13.3;48.4;43.4;1.3;34.3;0;1.2;0;21.2;2.2;6.4;7;0;0;34.7;2.1;0;0;0;50.8;319.1
  01/2011;0;11.2;37;11.7;10.6;39;1;9.8;24.6;39.9;53.9;3;3;22.9;97.8;0;1.2;5.8;10.9;0.3;17.7;21;0;11.7;0;0;0.8;19.8;0.1;1.2;0.1;97.8;456
  02/2011;10.3;0;17.4;4.4;0.7;0;0;37.2;0;0;0;24.9;15.6;0;6.9;50.1;38.7;0;1;0;22.2;40.6;9;8;14.6;0;0;19.7;---;---;---;50.1;321.3
  03/2011;17.7;12.2;20.4;1.9;3.5;1.3;0.4;0;7.6;0;0;0.1;14.6;2.2;1.5;1.7;0.1;0;3.8;3.1;0.2;0;0;0.3;12.1;0;0.1;1.5;0;0.6;0.2;20.4;107.1
  04/2011;0;0;18.5;11.9;1.2;9.3;0;0;0;0;4.6;2.8;30.1;0;0;0;0;0;0;1.2;0;0;0;0;2.1;1.1;0;1.1;18.4;0;---;30.1;102.3
  05/2011;0;3;1.2;0;0;0;0;0;0;0.2;0;0;0.3;1.2;0;12.9;2;0.5;0;0;0;0;0;0;0;0;0;2;0.3;0;0;12.9;23.6
  06/2011;0;0.1;0;0.1;0;0;0;23.6;0;20.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.3;1.2;0;0;---;23.6;65.4
  07/2011;0;0;0;0.6;0.5;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;1.7;0;0;2.5;0.9;0;0;0;0;0;0;0;5.5;5.5;11.9
  08/2011;0.3;1.3;0;0;0;0;0;0;0;0;3.4;0;0;0;0.9;0;0;0;0;13.1;8;0.4;0.2;1.5;0;1;0;0;0;0;22.5;22.5;52.6
  09/2011;12.8;0;0;0;0;0;0.2;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0.1;0.1;0;1.8;0.8;0;0;0;0;0.1;---;12.8;17.1
  10/2011;0;4.7;15.6;1.7;0.5;0;0;0;29.9;7.5;0.5;0;0.9;20.6;6.3;34.8;21.6;0.9;0;0.1;0;0.1;0;0;0.9;9.6;0.1;0;0;9.4;7.9;34.8;173.6
  11/2011;2.6;0.1;0;0;0;0.1;0;0;0;0;0;0;0;20;25.7;50;0.7;0;0;0;0;0;4.9;0;0;0;0.6;0;0;4.8;---;50;109.5
  12/2011;3.9;9.9;0.2;0;0;0.6;0;0;28.3;19.3;1.1;0;0;1.9;109.5;6.7;0;0;2;0;0;0;7;22.9;11;5;8.6;0;0.3;0;0.1;109.5;238.3
  01/2012;67.2;5.2;0;0;0;1.6;2.3;3.3;0;0.7;12.5;2.4;1.2;0;2.8;18.9;13.5;36.3;15.7;42.4;0.4;25.1;15.6;28.7;0;42.1;12.6;44.7;0;0;0;67.2;395.2
  02/2012;0;4.8;3.2;0;0;0;0;1.8;0;5.7;51.7;27;68.5;4.5;4;0;0;0.8;0;0;0.5;2.1;0;10.5;0.8;16;53.2;0.1;0;---;---;68.5;255.2
  03/2012;0;0;4;0;0;0;0;0;0;0;47.3;4.3;5.2;1.2;0;12.7;1.3;0;0;0;0;0;52.6;0;13.9;0;0;7.3;0.4;0;0;52.6;150.2
  04/2012;0;0;0;1;0;0;0;0;3.6;0;0;29.6;25.3;0;0.1;0.2;0;0;0;0;11.8;3.7;10.1;0;0;0;22.9;7.4;6.9;30;---;30;152.6
  05/2012;24;0.4;2;0;0;0;0;0;0.2;0;0;1.8;0.2;0.1;11.3;0;0;2.7;0;0;12.1;0;0;0;18.3;0;0;0;0;0;0;24;73.1
  06/2012;0;2.2;0;0;10;52.8;32.2;11.6;10.7;0;0;8.5;0;0;0;0;0;0;0;37.8;7.9;17.7;0;0;0;0;0;0;0;0;---;52.8;191.4
  07/2012;0;0;0;0;0;0;0;13.8;1.5;0.1;0;0;11.3;0;0;2.5;21.2;36.6;0;0;0;0;0;0;0;0;0;0;0;0;0.9;36.6;87.9
  08/2012;0;0;0;0;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.4;0.2;0.9;1.8
  09/2012;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;1.8;1.7;4.1;0;0;0;9.8;3.8;0;0;0;---;9.8;22
  10/2012;0;0;0;0;0;5.1;0;0;0;0;0;21.1;2.1;0;0;0;12.7;0;0;0;3.1;6.6;8.8;5.7;0;0;0;0;24.2;0;1.3;24.2;90.7
  11/2012;1.4;0;0;0;0;0;0;0;1.2;4.5;47.3;38.3;21.9;2.6;0.1;1.3;0.6;0;0;1.6;0;0;0;0;1.3;0.9;1.8;18.8;20.6;0;---;47.3;164.2
  12/2012;0;8.3;2.2;0;0;6;50.6;3.7;0;0;0;0;0;11.8;56.4;31.9;3.6;2.3;0.1;78.8;6;0;15.7;0.3;17.8;0;0;1.8;0;75;17.6;78.8;389.9
